PMID,标题,摘要,关键词,主题词,期刊,年份
41869031,Ultrasound combined with microbubbles promotes diabetic wound healing by regulating macrophage polarization.,,diabetes mellitus; macrophages; transcriptomics; ultrasonic cavitation therapy; wound healing,,Frontiers in endocrinology,2026
41869024,Age- and diet-dependent progression of retinal microvascular injury in GCK-MODY under metabolic stress.,,GCK-MODY; apoptosis; diabetic retinopathy; inflammation; oxidative stress,,Frontiers in endocrinology,2026
41868948,Differential impact of hemiplegia severity stratification on post-hemiarthroplasty dislocation in elderly intertrochanteric fracture patients.,,Cerebral infarction sequelae; dislocation; hemiarthroplasty; hemiplegia; intertrochanteric fracture; risk prediction model,,American journal of translational research,2026
41868924,Construction and validation of a multicenter predictive model for neonatal hypoglycemia risk in infants of mothers with gestational diabetes mellitus.,,Gestational diabetes mellitus; multicenter study; neonatal hypoglycemia; random forest; risk prediction model,,American journal of translational research,2026
41868918,DPP-4 inhibitors for preventing post-stroke cognitive impairment in diabetic patients with acute ischemic stroke: a retrospective cohort study.,,DPP-4 inhibitors; acute ischemic stroke; neuroprotection; post-stroke cognitive impairment; type 2 diabetes,,American journal of translational research,2026
41868917,Amlodipine Besylate-Folic Acid demonstrates superior efficacy to Enalapril Maleate-Folic Acid in treating H-type hypertension.,,Amlodipine Besylate-Folic Acid Tablets; Enalapril Maleate-Folic Acid Tablets; H-type hypertension; blood pressure; lipid metabolism; therapeutic outcomes,,American journal of translational research,2026
41868888,Dynamic evaluation of serum atherogenic factors as a predictor of QT interval prolongation in patients with type 2 diabetes mellitus.,,QT prolongation; Type 2 diabetes mellitus; clinical application; serum atherogenic factors,,American journal of translational research,2026
41868800,"Association between oxidative balance score and kidney function among Chinese adults: impact of gender, diabetes and hypertension.",,Diabetes; Gender; Hypertension; Kidney function; Oxidative balance score,,PeerJ,2026
41868727,Inverse Association Between Triglyceride-Glucose Index and Ischemic Stroke in Hospitalized Patients with Chronic Obstructive Pulmonary Disease and Atrial Fibrillation: A Retrospective Analysis.,,COPD; atrial fibrillation; ischemic stroke; predictive value; triglyceride-glucose index,,International journal of chronic obstructive pulmonary disease,2026
41868503,"Integrated metabolomic, proteomic, and transcriptomic analyses reveal the production of bioactive metabolites and antidiabetic effects in mature <i>Solanum lasiocarpum</i> fruit.","Diabetes mellitus is a chronic metabolic disorder that affects millions of people globally. Among three types of diabetes, Type 2 diabetes mellitus (T2DM) is a rapidly growing global health challenge. Despite available modern antidiabetic drugs, patients still struggle with side effects and treatment failure, as an alternative to this, there is a crucial requirement to develop a potential and traditional plant-based medicine which could be a safer sources and multi-target therapies to treat chronic disease like diabetes. <i>Solanum lasiocarpum</i> (<i>S. lasiocarpum</i>) is a sour fruit-vegetable being widely used in Southeast Asia as both food and traditional medicine, including for the management of diabetes. However, its active components and antidiabetic mechanisms have not been systematically explored. In this study, we combined metabolomics, proteomics, and transcriptomics to investigate the bioactive pathways and potential molecular targets of <i>S. lasiocarpum</i>. Untargeted UHPLC-QTOF-MS profiling identified 45 candidate bioactive compounds with good predicted gastrointestinal absorption, and the network pharmacology analysis linked these compounds to 43 diabetes-related human targets. Protein-protein interaction analysis highlighted several core nodes, including <i>TNF</i>, <i>PPARG</i>, <i>IL6</i>, <i>AKT1</i>, and <i>STAT3</i>, and functional enrichment suggested roles in hormone regulation, inflammation, glucose and lipid metabolism, and vascular function. <i>De novo</i> transcriptome assembly and data-independent acquisition-based proteomics of mature <i>S. lasiocarpum</i> fruit showed that central carbon metabolism is highly active and that the shikimate, phenylpropanoid, and flavonoid pathways are strongly expressed at both gene and protein levels. Key enzymes such as <i>EPSPS</i>, <i>PAL</i>, <i>C4H</i>, <i>4CL</i>, <i>CHS</i>, <i>CHI</i>, <i>F3H</i>, and <i>FLS</i> formed a coherent biosynthetic network supporting sustained production of phenolic and flavonoid metabolites. Integrating these omics layers with target prediction suggests that <i>S. lasiocarpum</i> may exert antidiabetic effects by modulating a <i>TNF-PPARG</i> axis, reducing pro-inflammatory signaling while supporting insulin-sensitizing pathways. Overall, these results support the traditional use of <i>S. lasiocarpum</i> and provide a multi-omics resource to prioritise candidate metabolites, enzymes and targets for follow-up studies. As the pathway links were inferred computationally, the proposed <i>TNF-PPARG</i>-centred mechanism should be regarded as hypothesis-generating and will require validation in experimental models and, ultimately, well-designed human intervention trials.",Terung Dayak; diabetes mellitus; functional foods; human health; shikimate pathway,,Frontiers in plant science,2026
41868488,Combined value of triglyceride-glucose index and non-high-density lipoprotein cholesterol in predicting early cognitive impairment after acute ischemic stroke.,,acute ischemic stroke (AIS); cognitive impairment; diagnostic value; dyslipidemia; influencing factors; non-high-density lipoprotein cholesterol (non-HDL-C); triglyceride-glucose index (TyG index),,Frontiers in neurology,2026
41868297,Multifidus Muscle Atrophy Predicts Spinal Cage Subsidence After Lumbar Fusion.,,degenerative lumbar spondylolisthesis; lumbar vertebrae; multifidus muscle; osteoporosis; spondylolysis,,Journal of pain research,2026
41868259,Construction of a Prognostic Model Based on Insulin Resistance-Related Genes to Predict TACE Response and Identification of PD-98059 as a Potential Therapeutic Agent.,,TACE; chemotherapy; hepatocellular carcinoma; insulin resistance; molecular docking; prognosis,,Journal of hepatocellular carcinoma,2026
41868239,Remnant cholesterol: a risk stratification aid for coronary artery stenosis severity in patients with type 2 diabetes.,,degree of coronary artery stenosis; lipid; remnant cholesterol; riskstratification; type 2 diabetes,,Frontiers in medicine,2026
41868208,PCSK9 inhibitors improve lipid profile and hepatic steatosis surrogate indicators in patients with MAFLD and type 2 diabetes.,,metabolic dysfunction-associated fatty liver disease (MAFLD); non-alcoholic fatty liver disease (NAFLD); proprotein convertase subtilisin kexin type-9 inhibitor (PCSK9i); sodium-glucose co-transporter 2 inhibitor (SGLT-2i); type 2 diabetes mellitus (T2DM),,Frontiers in medicine,2026
41868189,Role of Sodium-Glucose Transport Protein-2 Inhibitors in Renal Protection: A Narrative Review from the Cardiovascular-Kidney-Metabolic Interconnection.,"Cardiovascular-kidney-metabolic (CKM) diseases pose a significant global health burden and are becoming a major healthcare challenge. The intricate interplay among type 2 diabetes mellitus (T2D), cardiovascular disease (CVD) and chronic kidney disease (CKD) has been well established. Therefore, comprehensive management and early intervention are crucial to improving patient outcomes and reducing the strain on medical resources. This narrative review discusses the critical role of renal protection in the context of CKM syndrome, with a focus on the importance of sodium-glucose cotransporter-2 (SGLT-2) inhibitors. These drugs play a significant role in renal protection and in managing a variety of metabolic and cardiovascular disorders or risk factors. Additionally, the review underscores the challenges faced in managing CKM syndrome and suggests potential future directions in China. This reflects a comprehensive approach aimed at enhancing public health strategies in managing the complex interplay among kidney health, cardiovascular function, and metabolic status.",cardiovascular disease; cardiovascular-kidney-metabolic syndrome; chronic kidney disease; heart failure; sodium-glucose cotransporter-2; type 2 diabetes mellitus,,"Drug design, development and therapy",2026
